"agency_cd","site_no","sample_dt","SSC_mgL","sample_depth_m","sample_method","lon","lat","dist2river_m","dist_downstream_km"
"USGS","2358000","1989-06-20","12","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1997-05-01","75","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1987-06-24","26","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1992-06-19","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1989-04-16","78","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","303308084582802","1982-06-21","18","1.00584","USGS","5932357.19173811","1316784.07397531","246.862602765484","561.359799438438"
"USGS","2359170","1997-05-01","61","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1996-04-10","16","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1987-07-06","22","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1991-06-28","5","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1989-04-16","36","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1989-06-26","15","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1989-06-24","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","303308084582802","1981-06-05","16","3.5052","USGS","5932357.19173811","1316784.07397531","246.862602765484","561.359799438438"
"USGS","303636084554803","1981-09-01","4","0.18288","USGS","5929573.81466785","1323757.50214611","97.5010335798257","551.730505509775"
"USGS","2359170","1989-05-25","28","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1987-06-24","25","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1987-05-15","29","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","303557084561501","1981-06-11","11","0.18288","USGS","5930140.00146499","1322524.73351803","90.7666800413125","553.109950715927"
"USGS","2358000","1989-06-26","6","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1987-08-14","19","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1989-04-21","37","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","302128085021602","1981-07-21","17","2.83464","USGS","5946218.81205254","1301001.51178964","47.5006515440363","598.970421173636"
"USGS","2359170","1988-08-23","47","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2359170","1997-05-01","66","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1989-06-15","8","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1989-10-20","9","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1989-06-27","10","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","295540085005802","1981-09-08","25","1.28016","USGS","5985325.10114058","1280593.63585801","425.823176702199","677.787620330425"
"USGS","2358000","1987-06-26","27","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1987-05-15","28","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2358000","1992-09-18","13","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
"USGS","2359170","1992-06-18","28","NA","USGS","5983468.09311472","1281754.18701898","99.8581269634038","675.85412442503"
"USGS","2358000","1992-05-05","7","NA","USGS","5925231.90896217","1334797.39263069","107.48466222664","538.975508374003"
